
2014	3	19	1	Änderung der Geschäftsordnung des Landesvorstandes Berlin	Der Landesvorstand möge die derzeitige Geschäftsordnung durch folgende Version ersetzen. Die Mitglieder des Landesverbandes sind an geeigneter Stelle über die Änderungen zu informieren. Alle aktuellen Versionen der GO auf Medienpräsenzen sind zu aktualisieren. Neue GO: http://wiki.piratenpartei.de/wiki/images/3/33/Geschaeftsordnung_LaVoBe_2014.pdf 	Der Landesvorstand braucht eine GO als Arbeitsgrundlage. Wir haben uns auf den vorliegenden Entwurf geeinigt und wollen diesen nun zur Anwendung bringen. 	Denis	alle anwesenden			angenommen	Denis
2014	3	19	2	Piratenpartei Berlin beauftragt kein Inkasso beim Einzug der Mitgliedsbeiträge	Die Piratenpartei Berlin wird Mitgliedsbeiträge nicht über Inkasso einziehen. 	mündlich	Christopher	einstimmig			angenommen	Michael
2014	3	19	3	Vertagung der vorliegenden noch offenen Anträge	Der Vorstand vertagt die Behandlung folgender noch offener Umlaufbeschlüsse in den Umlauf bzw. nach Gegebenheit bis zur nächsten Sitzung. 	Viele dieser Anträge sind einerseits Einzelbeschlüsse oder weisen formelle/inhaltliche Mängel auf. Ihre Behandlung heute sprengt den zeitlichen Rahmen. Wir behandeln sie im Umlauf, oder ggf. auf der nächsten Sitzung. 	Denis	einstimmig			angenommen	Lavo
2014	4	6	1	Vorgehen gegen Urteil LSG Brandenburg zu Liquid Pankow	Die Justitiarin möge bis zum 20.4. Berufung und/oder ein anderes sinnvolles Rechtsmittel gegen das Urteil des LSG Brandenburg zu LQFB Pankow einlegen. Das Ziel ist, das niederinstanzliche Urteil keine Rechtskraft entfalten zu lassen. 	"Das Urteil strotzt vor formalen und inhaltlichen Fehlern. Daher sollten wir Berufung einlegen. Da der Kläger aber mittlerweile aus der Partei ausgetreten ist, kann es sein, dass ""Berufung"" aus formalen Gründen nicht geht. Eventuell muss eine Feststellungsklage auf Nichtigkeit o.ä. angestrengt werden. Hierfür gibt es keine Regelungen in der Schiedsgerichtsordnung und auch keinen Präzedenzfall. Aus diesen Gründen wird ""anderes sinnvolles Rechtsmittel"" im Antrag erwähnt. "	Sebastian	einstimmig			angenommen	Sebastian
2014	4	6	2	Vorherige Anhörung bei Ordnungsmassnahmen	Der Landesvorstand Berlin wird die Verhängung von Ordnungsmaßnahmen so strukturieren, dass den Betroffenen vorher die Möglichkeit zur Anhörung gegeben wird. Diese erfolgt grundsätzlich in Textform. 	"http://de.wikipedia.org/wiki/Audiatur_et_altera_pars. Man soll immer beide Seiten hören. Eine Stellungnahme mit Fristsetzung ist fair und vermeidet Getrolle, was bei einer mündlichen Anhörung zu befürchten wäre. ""Textform"" erlaubt Stellungnahmen per Email. ""Grundsätzlich"" erlaubt uns, ggf. auch mündliche Stellungnahmen zu erlauben. "	Sebastian	einstimmig			angenommen	Sebastian
2014	4	6	3	Rechtsbehelfsbelehrung bei Zustellung von Ordnungsmaßnahmen	"Der Landesvorstand wird in Zukunft ohne Anerkennung einer Schuld oder Rechtspflicht bei Zustellung von Ordnungsmaßnahmen Rechtsbehelfsbelehrungen beifügen. Diese beinhalten mindestens: 
    die Information, dass Einspruch eingelegt werden kann
    die Information, wo der Einspruch eingelegt werden kann
    die Information, wie und innerhalb welcher Frist der Einspruch eingelegt werden muss
"	Es steht zwar in der Satzung, aber die Erfahrung zeigt, dass Leute diese nicht präsent haben. Es kostet uns wenig, diese Informationen hinzuzufügen und ist für eine Partei, die sehr auf rechtsstaatliche Prinzipien achtet, sauberer. Das LSG findet das auch gut. 	Sebastian	einstimmig			angenommen	Sebastian
2014	4	6	4	Aufhebung aller bisherigen Ordnugsmaßnahmen	Alle bisherigen Verwarnungen und Verweise werden aufgehoben, da sie den obigen beiden Anträgen nicht genügt haben. 	kommt aus OTRS. Muss abgehandelt werden	Sebastian		einstimmig		abgelehnt	.
2014	4	6	5	Beschlussantrag BGE-Flyer der Berliner Sozialpiraten	"Lieber Berliner Piraten-Landesvorstand,

wir beantragen die Übernahme und Finanzierung eines Flyers mit dem Titel ""Bedingungsloses Grundeinkommen BGE Freiheit statt Angst auf dem Arbeitsmarkt"" durch den Landesvorstand.

5.000 Stück; voraussichtliche Druckkosten: 78,03 € http://www.diedruckerei.de/Falzflyer,-DIN-Lang-%28Hochformat%29.htm?websale8=diedruckerei&pi=PFYDL44&ci=000922

Text des Flyers im Anhang und im Pad: https://piratenpad.de/p/sozialpiratentreff_BGE_Flyer

Begründung: Neuauflage eines Flyers, der 2012 für den 1. Mai von den Berliner Piraten angeboten wurde (Mit dem Photo von Alexander Spies auf der Vorderseite). Gestrichen wurde ein Teil, der speziell für das Bundestagswahlprogramm geschrieben wurde (Volksabstimmung, Enquete-Kommission); stattdessen nun eine kurze Passage über ""Wege zum bedingungslosen Grundeinkommen"".

Herzliche Grüße Robert Ulmer, für den Squad der Berliner Sozialpiraten

Robert Ulmer Malplaquetstraße 7 13347 Berlin

030 - 455 87 33 0176 - 6613 8523 http://robertulmer.wordpress.com/

Inhalt des Flyers in Textform:

Berliner-Sozialpiraten-BGE-Flyer-Entwurf (https://piratenpad.de/p/sozialpiratentreff_BGE_Flyer/timeslider#408)

Bedingungsloses Grundeinkommen BGE

Freiheit statt Angst auf dem Arbeitsmarkt

Wir Piraten setzen uns für ein bedingungsloses Grundeinkommen (BGE) ein. Damit wären Existenz und gesellschaftliche Teilhabe gesichert, eine Forderung aus unserem Grundsatzprogramm.

Vier Kriterien markieren den Unterschied zum SGB II (""Hartz IV""):

    Das BGE soll Existenz und Teilhabe sichern, also die Armut abschaffen. Wäre es zu niedrig, müssten die Menschen etwas hinzuverdienen. Das würde den Niedriglohnsektor ausweiten
    Der Anspruch auf das BGE muss ein individuelles Recht sein. Damit macht es die Menschen finanziell unabhängig von ihren Angehörigen, von der Familie, vom Lebenspartner. Die Menschen sollen selber entscheiden können, inwiefern sie füreinander finanziell sorgen oder nicht.
    Das BGE soll ohne Bedürftigkeitsprüfung gezahlt werden. Kein Datenstriptease. An der bürokratischen Hürde einer solchen Prüfung würden am ehesten diejenigen scheitern, die das BGE am dringendsten brauchen.
    Das BGE soll ohne Zwang zur Arbeit oder zu anderen Gegenleistungen gezahlt werden. Die Sicherung des Existenzminimums darf nicht, wie im SGB II, an Mitwirkungspflichten gekoppelt werden.

Das BGE ist keine herkömmliche Sozialleistung, die Bedürftigen als Notbehelf gewährt wird. Es ist ein an keinerlei Bedingungen geknüpftes Recht aller Menschen und insofern eine neue gesellschaftliche Rahmenbedingung. Das Recht auf sichere Existenz und gesellschaftliche Teilhabe hat höchste Priorität. Das BGE darf deshalb nicht unter Finanzierungsvorbehalt gestellt werden.

Hohe Produktivität könnte eine allgemeine Entlastung von den Mühen der Arbeit ermöglichen. Stattdessen werden die gesellschaftlich Ausgegrenzten in einen Unterbietungswettbewerb um immer miesere Jobs gedrängt – eine ökonomisch absurde Entwicklung, die mit dem BGE gestoppt werden könnte.

Gegen Prekarisierung

Arbeiten bedeutet immer häufiger befristete Arbeitsverhältnisse, Werkverträge, Praktika, unterbrochen von Zeiten der Erwerbslosigkeit. Die sichere, planbare und dazu attraktive Berufskarriere wird immer seltener. Damit die Sorge um die ökonomische Existenz das Leben nicht permanent überschattet, muss ein kontinuierliches Einkommen den diskontinuierlichen Erwerbsverlauf abfedern. Damit Menschen nicht im Sumpf drohender Armut untergehen, brauchen sie einen verlässlichen Einkommenssockel als „Bürgersteig“. BGE ist soziale Infrastruktur.

Gegen Stigmatisierung

Die Entwicklung der Arbeitswelt zwingt nicht nur immer mehr Menschen in prekäre Einkommens- und Lebensverhältnisse. Sie stigmatisiert auch immer größere Teile der Bevölkerung als bedürftig und bestraft sie individuell für eine gesellschaftliche Entwicklung.

Für Open-Source-Aktivitäten

Frei zugängliche Software und Wikipedia sind Beispiele für die immense Bedeutung von Produkten, die unbezahlt erstellt werden. Damit nicht nur wenige Privilegierte sondern alle, die das wollen, unbezahlt tätig sein können, brauchen sie ein garantiertes Einkommen. Das Grundeinkommen ist hier nicht als Lohn zu sehen, sondern als Ermöglichung und Befähigung. Die bedingungslose Absicherung gesellschaftlicher Teilhabe ist die Voraussetzung für kreatives, sinnvolles Tätigwerden.

Freiheit statt Angst

Die Abschreckungsstrategie unseres Sozialstaates bewirkt, dass sich Beschäftigte und Erwerbslose gegeneinander ausspielen lassen und immer niedrigere Löhne und schlechtere Arbeitsbedingungen akzeptieren. Ein Effekt, der von den Architekten der Sozialreformen der letzten Jahre durchaus beabsichtigt war und als Erfolg von Hartz IV gilt. Drohende Armut macht erpressbar und unfrei: Andere bestimmen, was als zumutbar gilt. Mit der Sicherheit eines bedingungslosen Grundeinkommens im Rücken könnte jeder selbst entscheiden, welche Arbeiten zumutbar sind und welche ihm keine Perspektive eröffnen. Mit dem bedingungslosen Grundeinkommen wird es möglich, nein zu sagen und bessere Arbeitsbedingungen auszuhandeln: zwei Marktpartner auf Augenhöhe.

Wege zum bedingungslosen Grundeinkommen

Viele Menschen engagieren sich seit Jahren für ein bedingungsloses Grundeinkommen, in Parteien und in den Parlamenten ebenso wie in der Wissenschaft und verschiedenen kulturellen und politischen Netzwerken. Wir wollen eine breite und vor allem fundierte Diskussion in der Gesellschaft unterstützen. Zu diskutieren sind die unterschiedlichen Konzepte und Finanzierungsmodelle, zu diskutieren sind mögliche Auswirkungen des BGE. Nur bei starkem öffentlichem Interesse, nur durch breiten politischen Druck kann ein derart grundlegender sozialpolitischer Richtungswechsel wie die Einführung des BGE durchgesetzt werden. Es spricht einiges dafür, die Einführung des BGE auch mit direkter Demokratie, etwa mit Volksabstimmungen zu fundieren.

Die Einführung des BGE muss nicht in einem großen Schritt erfolgen. Denkbar sind unterschiedliche Einführungswege und unterschiedliche Einführungsschritte. So könnte etwa ein Sockeleinkommen für alle – in nicht existenzsichernder Höhe – die Akzeptanz des BGE erhöhen. Ein anderer Weg wäre, die Einkommenssituation bestimmter Zielgruppen zu verbessern: Kindergrundeinkommen, die Verbesserung der Grundsicherung im Alter, Bildungsgrundeinkommen, Grundsicherung für eingewanderte und geflüchtete Menschen.

Abschaffung der Sanktionen im SGB II (""Hartz IV"")

Ein wichtiger Schritt auf dem Weg zum BGE ist die Verbesserung der Situation der Erwerbslosen, insbesondere die Abschaffung der Sanktionen im SGB II. Sanktionen, durch die das Existenzminimum unterschritten wird, sind unverhältnismäßig und eines freiheitlichen Rechtsstaats unwürdig.

Mindestlohn

Der durch die Arbeitsmarktreformen forcierte Unterbietungswettbewerb auf dem Arbeitsmarkt muss sofort beendet werden. Deshalb setzen sich die Piraten auch für einen gesetzlichen Mindestlohn ein, mindestens so lange, bis ein BGE allen Menschen die Existenz sichert und gesellschaftliche Teilhabe ermöglicht.

(drei kreisförmige Piktogramme) Nutzungsrechte: CC-BY-SA 3.0 de, http://creativecommons.org/licenses/by-sa/3.0/de/legalcode

Ein alltagssprachliche zusammenfassung der Lizenz findest du unter http://creativecommons.org/licenses/by-sa/3.0/deed.de "	kommt aus OTRS. Muss abgehandelt werden. 	OTRS	einstimmig			angenommen	.
2014	4	6	6	"Beschlussantrag Flyer ""unantastbares Existenzminimum"" der Berliner Sozialpiraten"	"Lieber Berliner Piraten-Landesvorstand,

wir beantragen die Übernahme und Finanzierung eines Flyers mit dem Titel ""Soziales Europa Grundrecht auf ein unantastbares Existenzminimum"" durch den Landesvorstand.

5.000 Stück; voraussichtliche Druckkosten: 32,- €

http://www.diedruckerei.de/Flyer,-DIN-A6.htm?websale8=diedruckerei&pi=PFLA644&ci=000573

Text des Flyers im Anhang und im Pad: https://piratenpad.de/p/sozialpiratentreff_unantastbares_existenzminimum  Ein kurzer prägnanter Flyer mit der Zielrichtung ""keine Sanktionen (bei Hartz IV)""; dies positiv als ""unantastbares Existzenzminimum"" formuliert, mit Europa-Perspektive.

Der Entwurf wurde von den Berliner Sozialpiraten beschlossen.

Herzliche Grüße Robert Ulmer, für den Squad der Berliner Sozialpiraten

Robert Ulmer Malplaquetstraße 7 13347 Berlin

030 - 455 87 33 0176 - 6613 8523 http://robertulmer.wordpress.com/

Inhalt des Flyers in Textform:

Flyer-Entwurf der Berliner Sozialpiraten: https://piratenpad.de/p/sozialpiratentreff_unantastbares_existenzminimum Version 286

Soziales Europa

Grundrecht auf ein unantastbares Existenzminimum

Verlässliche, staatlich garantierte soziale Sicherheit ist ein wichtiges Ziel in Europa. Mittellose Menschen dürfen nicht allein auf die Hilfe von Angehörigen angewiesen sein.

Heute sind die Staaten einseitig auf Erwerbsarbeit fixiert. Es gilt das Prinzip „keine Leistung ohne Gegenleistung“. Wer seine Mitwirkungspflichten nicht erfüllt, muss Sanktionen befürchten. Das heißt: Kürzung oder Streichung des lebensnotwendigen Existenzminimums. Diese Drohung wirkt erzieherisch. Die Leute senken ihre Ansprüche an ein erfüllendes Berufsleben, machen Kompromisse, bescheiden sich mit unattraktiven Jobs im Niedriglohnsektor. Und sie erwarten diesen auf Erwerb orientierten Konformismus auch von den anderen. Niemand soll aus der Reihe tanzen.

Wir Piraten lehnen diese autoritäre Sozialstaatsvariante ab und fordern das Recht auf sichere Existenz und gesellschaftliche Teilhabe als ein freiheitliches Grundrecht. Die Sanktionsdrohung, die Androhung einer unverhältnismäßig harten Bestrafung, muss abgeschafft werden. Das Recht auf ein Existenzminimum muss unantastbar sein.

Es ist volkswirtschaftlich falsch, die Lohnabhängigen systematisch unter Druck zu setzen. In Deutschland hat die Unterbietungskonkurrenz der Erwerbslosen und Beschäftigten in den letzten 10 Jahren zum Aufbau eines Niedriglohnsektors geführt - und Europa nachhaltig destabilisiert.

Das erfolgreiche Friedensprojekt Europa darf nicht in einen nationalen Egoismus zurückfallen. Deshalb muss das Recht auf ein unantastbares Existenzminimum europaweit garantiert werden.

(drei kreisförmige Piktogramme) Nutzungsrechte: CC-BY-SA 3.0 de, http://creativecommons.org/licenses/by-sa/3.0/de/legalcode Ein alltagssprachliche Zusammenfassung der Lizenz findest du unter http://creativecommons.org/licenses/by-sa/3.0/deed.de "	kommt aus OTRS. Muss abgehandelt werden	OTRS				vertagt	.
2014	4	6	7	Vollständigkeit aller rechtsverbindlichen Dokumente feststellen	"Der Vorstand der Piratenpartei Berlin möge beschließen, im Rahmen einer Bestandsinventur des Landesverbandes die Vollständigkeit aller rechtsverbindlichen Dokumente festzustellen. Zu diesem Zwecke soll an alle ehemaligen LaVoBe-Vorstandstandmitglieder rechtssicher per Post eine Aufforderung zur Übergabe aller noch im Besitz befindlichen Dokumente mit Fristsetzung adressiert werden.

Weiterhin soll auf ein Treffen zur formalen Übergabe der Geschäfte hingewirkt werden.

Dieses umfasst:

    Alle Dokumente des Landesverbandes aus Ihrer jeweiligen Amtzeit
    Erstellte System- und Verfahrensdokumentationen
    Alle Dokumente, bei denen sich ehemalige Vorstände nicht sicher sind

Die Fristsetzung erfolgt im Ermessen des Umsetzungsverantwortlichen.

Verantwortliche Stelle für die Erfassung und die Dokumentenwahrung ist die LGS. Der Versand und der Erhalt ist an geeigneter zentraler Stelle zu erfassen. Einsichtsberechtigt sind alle Vorstandsmitglieder. "	Im Zuge der Klausurtagung kam es zu Indikationen, dass einzelne rechtverbindliche Dokumente sich nicht im Besitz des Vorstandes befinden. Als Vorstand des Landesverbandes haben wir dafür Sorge zu tragen, dass alle Dokumente an zentraler Stelle der Organisation zur Verfügung stehen, um jederzeitige Auskunftsbefähigung zu gewährleisten. 	Lars Hohl	einstimmig			angenommen	.
